Comunidad,Provincia,Población,Latitude,Longitude,Altitud,Habitantes,Hombres,Mujeres,geometry,Region,Town
Castilla León,Palencia,Cisneros,42.22045,-4.857163,804.7203,497,263,239,POINT (-4.857163 42.22045),CAMPOS,Cisneros
Castilla León,Palencia,Cobos de Cerrato,42.02774,-4.0022,819.4964,159,94,88,POINT (-4.0022 42.02774),EL CERRATO,Cobos de Cerrato
Castilla León,Palencia,Collazos de Boedo,42.6189,-4.483604,916.8154,129,72,58,POINT (-4.483604 42.6189),BOEDO-OJEDA,Collazos de Boedo
Castilla León,Palencia,Congosto de Valdavia,42.71569,-4.633691000000001,973.56,187,111,90,POINT (-4.633691000000001 42.71569),SALDAÑA-VALDAVIA,Congosto de Valdavia
Castilla León,Palencia,Cordovilla la Real,42.07946,-4.2593,745.9448,129,62,48,POINT (-4.2593 42.07946),EL CERRATO,Cordovilla la Real
Castilla León,Palencia,Cubillas de Cerrato,41.798590000000004,-4.466344,743.3760000000001,68,40,40,POINT (-4.466344 41.79859),EL CERRATO,Cubillas de Cerrato
Castilla León,Palencia,Dehesa de Montejo,42.818979999999996,-4.509432,1091.726,140,86,68,POINT (-4.509432 42.81898),CERVERA,Dehesa de Montejo
Castilla León,Palencia,Dehesa de Romanos,42.63984,-4.435236,943.8187,38,25,12,POINT (-4.435236 42.63984),BOEDO-OJEDA,Dehesa de Romanos
Castilla León,Palencia,Dueñas,41.8762,-4.545815,723.9095,2804,1578,1416,POINT (-4.545815 41.8762),EL CERRATO,Dueñas
Castilla León,Palencia,Espinosa de Cerrato,41.96826,-3.9517629999999997,864.7267,192,99,94,POINT (-3.951763 41.96826),EL CERRATO,Espinosa de Cerrato
Castilla León,Palencia,Espinosa de Villagonzalo,42.47999,-4.371218,831.9033,223,109,102,POINT (-4.371218 42.47999),CAMPOS,Espinosa de Villagonzalo
Castilla León,Palencia,Frechilla,42.138009999999994,-4.840533,775.0347,190,105,103,POINT (-4.840533 42.13800999999999),CAMPOS,Frechilla
Castilla León,Palencia,Fresno del Río,42.68124,-4.817978,1015.25,198,106,91,POINT (-4.817978 42.68124),GUARDO,Fresno del Río
Castilla León,Palencia,Frómista,42.26745,-4.4068190000000005,783.3309,845,424,398,POINT (-4.406819 42.26745),CAMPOS,Frómista
Castilla León,Palencia,Fuentes de Nava,42.08343,-4.78183,756.5685,729,378,351,POINT (-4.78183 42.08343),CAMPOS,Fuentes de Nava
Castilla León,Palencia,Fuentes de Valdepero,42.074670000000005,-4.500794,796.7946,347,140,121,POINT (-4.500794 42.07467),CAMPOS,Fuentes de Valdepero
Castilla León,Palencia,Grijota,42.05277,-4.583137000000001,746.9368,1895,821,758,POINT (-4.583137000000001 42.05277),CAMPOS,Grijota
Castilla León,Palencia,Guardo,42.7889,-4.846615,1095.632,7055,3691,3709,POINT (-4.846615 42.7889),GUARDO,Guardo
Castilla León,Palencia,Guaza de Campos,42.13317,-4.90996,794.0911,62,31,31,POINT (-4.90996 42.13317),CAMPOS,Guaza de Campos
Castilla León,Palencia,Hérmedes de Cerrato,41.81919,-4.174885,900.4366,99,53,47,POINT (-4.174885 41.81919),EL CERRATO,Hérmedes de Cerrato
Castilla León,Palencia,Herrera de Pisuerga,42.59454,-4.33076,847.2326,2288,1187,1192,POINT (-4.33076 42.59454),BOEDO-OJEDA,Herrera de Pisuerga
Castilla León,Palencia,Herrera de Valdecañas,42.04818,-4.200034,778.0357,161,83,75,POINT (-4.200034 42.04818),EL CERRATO,Herrera de Valdecañas
Castilla León,Palencia,Hontoria de Cerrato,41.91072,-4.441111,744.5811,111,55,50,POINT (-4.441111 41.91072),EL CERRATO,Hontoria de Cerrato
Castilla León,Palencia,Hornillos de Cerrato,41.9885,-4.272515,794.4394,118,59,57,POINT (-4.272515 41.9885),EL CERRATO,Hornillos de Cerrato
Castilla León,Palencia,Husillos,42.09022,-4.527472,744.5184,258,125,108,POINT (-4.527472 42.09022),CAMPOS,Husillos
Castilla León,Palencia,Itero de la Vega,42.28725,-4.25986,770.6241,183,93,86,POINT (-4.25986 42.28725),CAMPOS,Itero de la Vega
Castilla León,Palencia,Lagartos,42.4058,-4.904532,914.8121,147,80,65,POINT (-4.904532 42.4058),SALDAÑA-VALDAVIA,Lagartos
