Comunidad,Provincia,Población,Latitude,Longitude,Altitud,Habitantes,Hombres,Mujeres,geometry,Region,Town
Castilla León,Soria,Covaleda,41.93584,-2.884975,1200.42,1853,999,920,POINT (-2.884975 41.93584),PINARES,Covaleda
Castilla León,Soria,Cubilla,41.74883,-2.938876,1091.318,44,29,28,POINT (-2.938876 41.74883),PINARES,Cubilla
Castilla León,Soria,Cubo de la Solana,41.60253,-2.420941,992.694,185,115,97,POINT (-2.420941 41.60253),SORIA,Cubo de la Solana
Castilla León,Soria,Cueva de Ágreda,41.76356,-1.88755,1297.624,86,49,39,POINT (-1.88755 41.76356),CAMPO DE GÓMARA,Cueva de Ágreda
Castilla León,Soria,Dévanos,41.90224,-1.9454790000000002,936.56,97,54,46,POINT (-1.945479 41.90224),CAMPO DE GÓMARA,Dévanos
Castilla León,Soria,Deza,41.46352,-2.022246,883.1517,261,142,138,POINT (-2.022246 41.46352),CAMPO DE GÓMARA,Deza
Castilla León,Soria,Duruelo de la Sierra,41.95428,-2.932089,1192.476,1288,670,643,POINT (-2.932089 41.95428),PINARES,Duruelo de la Sierra
Castilla León,Soria,Escobosa de Almazán,41.48692,-2.371206,1086.438,29,21,15,POINT (-2.371206 41.48692),ALMAZÁN,Escobosa de Almazán
Castilla León,Soria,Espeja de San Marcelino,41.80276,-3.22209,1032.547,187,119,77,POINT (-3.22209 41.80276),BURGO DE OSMA,Espeja de San Marcelino
Castilla León,Soria,Espejón,41.830940000000005,-3.259629,1032.613,195,105,95,POINT (-3.259629 41.83094000000001),BURGO DE OSMA,Espejón
Castilla León,Soria,Estepa de San Juan,41.92665,-2.333617,1254.505,10,6,4,POINT (-2.333617 41.92665),TIERRAS ALTAS Y VALLE DEL TERA,Estepa de San Juan
Castilla León,Soria,Frechilla de Almazán,41.42592,-2.5156680000000002,984.3314,27,15,14,POINT (-2.515668 41.42592),ALMAZÁN,Frechilla de Almazán
Castilla León,Soria,Fresno de Caracena,41.45257,-3.091199,954.0523,30,15,14,POINT (-3.091199 41.45257),BURGO DE OSMA,Fresno de Caracena
Castilla León,Soria,Fuentearmegil,41.714690000000004,-3.1829509999999996,986.2681,222,136,111,POINT (-3.182951 41.71469),BURGO DE OSMA,Fuentearmegil
Castilla León,Soria,Fuentecambrón,41.50551,-3.3280879999999997,1016.823,43,28,20,POINT (-3.328088 41.50551),BURGO DE OSMA,Fuentecambrón
Castilla León,Soria,Fuentecantos,41.84877,-2.4281080000000004,1030.378,60,28,28,POINT (-2.428108 41.84877),CAMPO DE GÓMARA,Fuentecantos
Castilla León,Soria,Fuentelmonge,41.42037,-2.186185,866.837,79,54,33,POINT (-2.186185 41.42037),CAMPO DE GÓMARA,Fuentelmonge
Castilla León,Soria,Fuentelsaz de Soria,41.86476,-2.415506,1072.903,59,31,29,POINT (-2.415506 41.86476),CAMPO DE GÓMARA,Fuentelsaz de Soria
Castilla León,Soria,Fuentepinilla,41.567479999999996,-2.763092,938.7756,106,66,47,POINT (-2.763092 41.56748),SORIA,Fuentepinilla
Castilla León,Soria,Fuentes de Magaña,41.93504,-2.180229,1142.983,99,38,41,POINT (-2.180229 41.93504),TIERRAS ALTAS Y VALLE DEL TERA,Fuentes de Magaña
Castilla León,Soria,Fuentestrún,41.87467,-2.081859,1010.1439999999999,57,33,23,POINT (-2.081859 41.87467),TIERRAS ALTAS Y VALLE DEL TERA,Fuentestrún
Castilla León,Soria,Garray,41.8151,-2.446957,1013.721,625,320,256,POINT (-2.446957 41.8151),SORIA,Garray
Castilla León,Soria,Golmayo,41.765190000000004,-2.524221,1051.163,2211,1018,906,POINT (-2.524221 41.76519),SORIA,Golmayo
Castilla León,Soria,Gómara,41.6233,-2.225688,1048.483,376,219,189,POINT (-2.225688 41.6233),CAMPO DE GÓMARA,Gómara
Castilla León,Soria,Gormaz,41.49263,-3.0043860000000002,957.7652,25,11,9,POINT (-3.004386 41.49263),SORIA,Gormaz
Castilla León,Soria,Herrera de Soria,41.7629,-3.012353,1094.928,14,8,4,POINT (-3.012353 41.7629),PINARES,Herrera de Soria
Castilla León,Soria,Hinojosa del Campo,41.73899,-2.098851,1033.897,31,21,12,POINT (-2.098851 41.73899),CAMPO DE GÓMARA,Hinojosa del Campo
Castilla León,Soria,Langa de Duero,41.6101,-3.401597,844.9768,803,455,378,POINT (-3.401597 41.6101),BURGO DE OSMA,Langa de Duero
Castilla León,Soria,Liceras,41.37885,-3.2437240000000003,1125.616,63,27,28,POINT (-3.243724 41.37885),BURGO DE OSMA,Liceras
Castilla León,Soria,Losilla (La),41.87247,-2.278706,1175.729,15,8,4,POINT (-2.278706 41.87247),CAMPO DE GÓMARA,Losilla (La)
Castilla León,Soria,Magaña,41.89968,-2.161685,954.0438,91,58,43,POINT (-2.161685 41.89968),TIERRAS ALTAS Y VALLE DEL TERA,Magaña
Castilla León,Soria,Maján,41.46891,-2.303282,1145.01,13,10,7,POINT (-2.303282 41.46891),ALMAZÁN,Maján
Castilla León,Soria,Matalebreras,41.84061,-2.046679,995.2419,85,48,47,POINT (-2.046679 41.84061),CAMPO DE GÓMARA,Matalebreras
Castilla León,Soria,Matamala de Almazán,41.506440000000005,-2.6402360000000002,946.6416,325,199,163,POINT (-2.640236 41.50644),ALMAZÁN,Matamala de Almazán
Castilla León,Soria,Medinaceli,41.17257,-2.433086,1201.395,798,400,404,POINT (-2.433086 41.17257),ARCOS DE JALÓN,Medinaceli
Castilla León,Soria,Miño de Medinaceli,41.189820000000005,-2.518145,1158.736,80,45,37,POINT (-2.518145 41.18982),ARCOS DE JALÓN,Miño de Medinaceli
Castilla León,Soria,Miño de San Esteban,41.536,-3.345308,942.0782,67,39,29,POINT (-3.345308 41.536),BURGO DE OSMA,Miño de San Esteban
Castilla León,Soria,Molinos de Duero,41.88531,-2.787729,1101.836,177,96,88,POINT (-2.787729 41.88531),PINARES,Molinos de Duero
Castilla León,Soria,Momblona,41.4441,-2.346566,1063.5839999999998,26,20,11,POINT (-2.346566 41.4441),ALMAZÁN,Momblona
Castilla León,Soria,Monteagudo de las Vicarías,41.36525,-2.16931,792.3184,250,124,115,POINT (-2.16931 41.36525),CAMPO DE GÓMARA,Monteagudo de las Vicarías
Castilla León,Soria,Montejo de Tiermes,41.368520000000004,-3.1986950000000003,1157.937,188,128,81,POINT (-3.198695 41.36852),BURGO DE OSMA,Montejo de Tiermes
Castilla León,Soria,Montenegro de Cameros,42.08982,-2.753905,1243.88,83,61,35,POINT (-2.753905 42.08982),PINARES,Montenegro de Cameros
Castilla León,Soria,Morón de Almazán,41.41478,-2.413052,1007.0260000000001,223,114,128,POINT (-2.413052 41.41478),ALMAZÁN,Morón de Almazán
Castilla León,Soria,Muriel de la Fuente,41.72466,-2.860322,1018.385,72,48,33,POINT (-2.860322 41.72466),PINARES,Muriel de la Fuente
Castilla León,Soria,Muriel Viejo,41.78269,-2.915418,1090.473,81,39,33,POINT (-2.915418 41.78269),PINARES,Muriel Viejo
Castilla León,Soria,Nafría de Ucero,41.72269,-3.0948580000000003,1021.318,48,34,24,POINT (-3.094858 41.72269),BURGO DE OSMA,Nafría de Ucero
Castilla León,Soria,Narros,41.848620000000004,-2.294553,1112.726,45,22,21,POINT (-2.294553 41.84862),CAMPO DE GÓMARA,Narros
Castilla León,Soria,Navaleno,41.83872,-3.00545,1117.306,877,490,449,POINT (-3.00545 41.83872),PINARES,Navaleno
Castilla León,Soria,Nepas,41.52644,-2.399912,1041.625,67,45,34,POINT (-2.399912 41.52644),ALMAZÁN,Nepas
Castilla León,Soria,Nolay,41.527,-2.351627,1073.411,59,37,33,POINT (-2.351627 41.527),ALMAZÁN,Nolay
Castilla León,Soria,Noviercas,41.71159,-2.0349630000000003,1096.912,185,103,91,POINT (-2.034963 41.71159),CAMPO DE GÓMARA,Noviercas
Castilla León,Soria,Ólvega,41.779379999999996,-1.985618,1040.087,3829,1978,1771,POINT (-1.985618 41.77938),CAMPO DE GÓMARA,Ólvega
Castilla León,Soria,Oncala,41.97038,-2.314437,1300.732,102,55,39,POINT (-2.314437 41.97038),TIERRAS ALTAS Y VALLE DEL TERA,Oncala
Castilla León,Soria,Pinilla del Campo,41.71715,-2.0834759999999997,1047.87,24,12,9,POINT (-2.083476 41.71715),CAMPO DE GÓMARA,Pinilla del Campo
Castilla León,Soria,Portillo de Soria,41.63532,-2.121212,1024.9669999999999,17,12,6,POINT (-2.121212 41.63532),CAMPO DE GÓMARA,Portillo de Soria
Castilla León,Soria,Póveda de Soria (La),42.01227,-2.5045830000000002,1298.482,119,63,61,POINT (-2.504583 42.01227),TIERRAS ALTAS Y VALLE DEL TERA,Póveda de Soria (La)
Castilla León,Soria,Pozalmuro,41.77471,-2.1022119999999997,1049.624,71,38,42,POINT (-2.102212 41.77471),CAMPO DE GÓMARA,Pozalmuro
Castilla León,Soria,Quiñonería,41.53778,-2.057213,1182.47,523,6,8,POINT (-2.057213 41.53778),CAMPO DE GÓMARA,Quiñonería
Castilla León,Soria,Quintana Redonda,41.640190000000004,-2.615314,1025.763,148,290,246,POINT (-2.615314 41.64019),SORIA,Quintana Redonda
Castilla León,Soria,Quintanas de Gormaz,41.50817,-2.975464,937.9619,14,90,66,POINT (-2.975464 41.50817),SORIA,Quintanas de Gormaz
Castilla León,Soria,Rábanos (Los),41.71728,-2.4759439999999997,1028.691,519,321,220,POINT (-2.475944 41.71728),SORIA,Rábanos (Los)
Castilla León,Soria,Rebollar,41.913759999999996,-2.50513,1134.53,40,23,23,POINT (-2.50513 41.91376),TIERRAS ALTAS Y VALLE DEL TERA,Rebollar
Castilla León,Soria,Recuerda,41.47538,-2.994755,897.7146,105,49,40,POINT (-2.994755 41.47538),BURGO DE OSMA,Recuerda
Castilla León,Soria,Rello,41.33287,-2.749762,1069.715,21,14,12,POINT (-2.749762 41.33287),ALMAZÁN,Rello
Castilla León,Soria,Renieblas,41.81995,-2.372343,1038.175,103,71,43,POINT (-2.372343 41.81995),CAMPO DE GÓMARA,Renieblas
Castilla León,Soria,Retortillo de Soria,41.311170000000004,-2.980882,1241.513,204,107,91,POINT (-2.980882 41.31117),BURGO DE OSMA,Retortillo de Soria
Castilla León,Soria,Reznos,41.591359999999995,-2.027072,1054.53,34,25,13,POINT (-2.027072 41.59135999999999),CAMPO DE GÓMARA,Reznos
Castilla León,Soria,Riba de Escalote (La),41.35175,-2.79705,1031.0439999999999,18,12,8,POINT (-2.79705 41.35175),ALMAZÁN,Riba de Escalote (La)
Castilla León,Soria,Rioseco de Soria,41.64209,-2.841026,1010.689,135,74,64,POINT (-2.841026 41.64209),SORIA,Rioseco de Soria
Castilla León,Soria,Rollamienta,41.926159999999996,-2.5311470000000003,1140.99,41,24,19,POINT (-2.531147 41.92616),TIERRAS ALTAS Y VALLE DEL TERA,Rollamienta
Castilla León,Soria,Royo (El),41.9084,-2.644564,1067.993,319,166,155,POINT (-2.644564 41.9084),TIERRAS ALTAS Y VALLE DEL TERA,Royo (El)
Castilla León,Soria,Salduero,41.89009,-2.7993,1103.849,174,98,84,POINT (-2.7993 41.89009),PINARES,Salduero
Castilla León,Soria,San Esteban de Gormaz,41.573640000000005,-3.205283,859.9746,3190,1729,1585,POINT (-3.205283 41.57364),BURGO DE OSMA,San Esteban de Gormaz
Castilla León,Soria,San Felices,41.93699,-2.0271220000000003,925.8511,63,37,29,POINT (-2.027122 41.93699),TIERRAS ALTAS Y VALLE DEL TERA,San Felices
Castilla León,Soria,San Leonardo de Yagüe,41.82905,-3.066409,1040.925,2266,1206,1134,POINT (-3.066409 41.82905),PINARES,San Leonardo de Yagüe
Castilla León,Soria,San Pedro Manrique,42.03022,-2.230739,1075.933,646,346,280,POINT (-2.230739 42.03022),TIERRAS ALTAS Y VALLE DEL TERA,San Pedro Manrique
Castilla León,Soria,Santa Cruz de Yanguas,42.06273,-2.448011,1215.854,75,41,28,POINT (-2.448011 42.06273),TIERRAS ALTAS Y VALLE DEL TERA,Santa Cruz de Yanguas
Castilla León,Soria,Santa María de Huerta,41.26341,-2.1757400000000002,771.3453,358,210,177,POINT (-2.17574 41.26341),CAMPO DE GÓMARA,Santa María de Huerta
Castilla León,Soria,Santa María de las Hoyas,41.771370000000005,-3.14257,1071.299,134,93,73,POINT (-3.14257 41.77137),BURGO DE OSMA,Santa María de las Hoyas
Castilla León,Soria,Serón de Nágima,41.495709999999995,-2.201593,948.1932,182,120,89,POINT (-2.201593 41.49571),CAMPO DE GÓMARA,Serón de Nágima
Castilla León,Soria,Soliedra,41.469809999999995,-2.382168,1099.303,35,20,18,POINT (-2.382168 41.46981),ALMAZÁN,Soliedra
Castilla León,Soria,Soria,41.7636,-2.464921,1064.823,40286,18936,20592,POINT (-2.464921 41.7636),PINARES,Soria
Castilla León,Soria,Sotillo del Rincón,41.93196,-2.602456,1112.06,203,107,99,POINT (-2.602456 41.93196),TIERRAS ALTAS Y VALLE DEL TERA,Sotillo del Rincón
Castilla León,Soria,Suellacabras,41.85268,-2.223493,1196.337,27,21,12,POINT (-2.223493 41.85268),TIERRAS ALTAS Y VALLE DEL TERA,Suellacabras
Castilla León,Soria,Tajahuerce,41.740190000000005,-2.150867,1055.238,31,17,15,POINT (-2.150867 41.74019000000001),CAMPO DE GÓMARA,Tajahuerce
Castilla León,Soria,Tajueco,41.536559999999994,-2.849125,931.3216,84,50,41,POINT (-2.849125 41.53655999999999),SORIA,Tajueco
Castilla León,Soria,Talveila,41.7841,-2.966848,1065.593,142,87,72,POINT (-2.966848 41.7841),PINARES,Talveila
Castilla León,Soria,Tardelcuende,41.59547,-2.6445279999999998,994.6984,486,264,261,POINT (-2.644528 41.59547),SORIA,Tardelcuende
Castilla León,Soria,Taroda,41.34843,-2.43388,1028.943,56,31,32,POINT (-2.43388 41.34843),ALMAZÁN,Taroda
Castilla León,Soria,Tejado,41.58828,-2.267788,989.0667,137,89,70,POINT (-2.267788 41.58828),CAMPO DE GÓMARA,Tejado
Castilla León,Soria,Torlengua,41.453829999999996,-2.163035,863.2959,82,45,45,POINT (-2.163035 41.45383),CAMPO DE GÓMARA,Torlengua
Castilla León,Soria,Torreblacos,41.66937,-2.87743,971.5205,28,15,14,POINT (-2.87743 41.66937),SORIA,Torreblacos
Castilla León,Soria,Torrubia de Soria,41.63026,-2.091279,1045.725,71,50,29,POINT (-2.091279 41.63026),CAMPO DE GÓMARA,Torrubia de Soria
Castilla León,Soria,Trévago,41.873909999999995,-2.102242,1043.339,57,31,40,POINT (-2.102242 41.87391),TIERRAS ALTAS Y VALLE DEL TERA,Trévago
Castilla León,Soria,Ucero,41.71712,-3.0510479999999998,963.3094,78,41,46,POINT (-3.051048 41.71712),BURGO DE OSMA,Ucero
Castilla León,Soria,Vadillo,41.79133,-3.0079700000000003,1103.603,129,78,62,POINT (-3.00797 41.79133),PINARES,Vadillo
Castilla León,Soria,Valdeavellano de Tera,41.94262,-2.575202,1141.2169999999999,210,124,112,POINT (-2.575202 41.94262),TIERRAS ALTAS Y VALLE DEL TERA,Valdeavellano de Tera
Castilla León,Soria,Valdegeña,41.816720000000004,-2.1735990000000003,1065.195,41,31,16,POINT (-2.173599 41.81672),TIERRAS ALTAS Y VALLE DEL TERA,Valdegeña
Castilla León,Soria,Valdelagua del Cerro,41.8878,-2.11655,1119.735,17,10,6,POINT (-2.11655 41.8878),TIERRAS ALTAS Y VALLE DEL TERA,Valdelagua del Cerro
Castilla León,Soria,Valdemaluque,41.67344,-3.045409,946.3261,205,114,112,POINT (-3.045409 41.67344),BURGO DE OSMA,Valdemaluque
Castilla León,Soria,Valdenebro,41.57103,-2.964019,935.8683,123,69,56,POINT (-2.964019 41.57103),SORIA,Valdenebro
Castilla León,Soria,Valdeprado,41.93788,-2.108309,844.049,14,8,5,POINT (-2.108309 41.93788),TIERRAS ALTAS Y VALLE DEL TERA,Valdeprado
Castilla León,Soria,Valderrodilla,41.56382,-2.808402,936.3094,91,54,45,POINT (-2.808402 41.56382),SORIA,Valderrodilla
Castilla León,Soria,Valtajeros,41.93824,-2.221633,1243.8310000000001,23,13,11,POINT (-2.221633 41.93824),TIERRAS ALTAS Y VALLE DEL TERA,Valtajeros
Castilla León,Soria,Velamazán,41.45012,-2.698464,975.5469,98,70,39,POINT (-2.698464 41.45012),ALMAZÁN,Velamazán
Castilla León,Soria,Velilla de la Sierra,41.80911,-2.401653,1032.823,30,19,14,POINT (-2.401653 41.80911),CAMPO DE GÓMARA,Velilla de la Sierra
Castilla León,Soria,Velilla de los Ajos,41.4906,-2.2547610000000002,1002.944,32,21,15,POINT (-2.254761 41.4906),CAMPO DE GÓMARA,Velilla de los Ajos
Castilla León,Soria,Viana de Duero,41.533609999999996,-2.460615,992.69,67,44,21,POINT (-2.460615 41.53361),ALMAZÁN,Viana de Duero
Castilla León,Soria,Villaciervos,41.76205,-2.626606,1182.621,99,64,43,POINT (-2.626606 41.76205),SORIA,Villaciervos
Castilla León,Soria,Villanueva de Gormaz,41.46755,-3.062313,967.6007,10,7,4,POINT (-3.062313 41.46755),BURGO DE OSMA,Villanueva de Gormaz
Castilla León,Soria,Villar del Ala,41.91628,-2.566284,1147.78,57,28,30,POINT (-2.566284 41.91628),TIERRAS ALTAS Y VALLE DEL TERA,Villar del Ala
Castilla León,Soria,Villar del Campo,41.7889,-2.149196,1035.49,23,17,10,POINT (-2.149196 41.7889),CAMPO DE GÓMARA,Villar del Campo
Castilla León,Soria,Villar del Río,42.07545,-2.3515099999999998,1008.998,171,117,84,POINT (-2.35151 42.07545),TIERRAS ALTAS Y VALLE DEL TERA,Villar del Río
Castilla León,Soria,Villares de Soria (Los),41.86448,-2.355851,1060.938,100,53,42,POINT (-2.355851 41.86448),CAMPO DE GÓMARA,Villares de Soria (Los)
Castilla León,Soria,Villasayas,41.352740000000004,-2.610573,1026.527,76,55,27,POINT (-2.610573 41.35274),ARCOS DE JALÓN,Villasayas
Castilla León,Soria,Villaseca de Arciel,41.624629999999996,-2.161059,1006.2,38,22,17,POINT (-2.161059 41.62463),CAMPO DE GÓMARA,Villaseca de Arciel
Castilla León,Soria,Vinuesa,41.911640000000006,-2.762882,1105.639,978,554,449,POINT (-2.762882 41.91164000000001),PINARES,Vinuesa
Castilla León,Soria,Vizmanos,42.02388,-2.407695,1200.711,27,17,12,POINT (-2.407695 42.02388),TIERRAS ALTAS Y VALLE DEL TERA,Vizmanos
Castilla León,Soria,Vozmediano,41.839220000000005,-1.855912,884.5366,40,28,16,POINT (-1.855912 41.83922),CAMPO DE GÓMARA,Vozmediano
Castilla León,Soria,Yanguas,42.10143,-2.339636,988.0257,117,70,44,POINT (-2.339636 42.10143),TIERRAS ALTAS Y VALLE DEL TERA,Yanguas
Castilla León,Soria,Yelo,41.21052,-2.527779,1124.461,50,30,22,POINT (-2.527779 41.21052),ARCOS DE JALÓN,Yelo
Castilla León,Valladolid,Adalia,41.64888,-5.121544999999999,774.0638,57,33,28,POINT (-5.121544999999999 41.64888),CENTRO,Adalia
Castilla León,Valladolid,Aguasal,41.275090000000006,-4.652815,754.7618,28,20,12,POINT (-4.652815 41.27509000000001),SURESTE,Aguasal
Castilla León,Valladolid,Aguilar de Campos,41.98422,-5.179518,775.4413,303,165,131,POINT (-5.179518 41.98422),TIERRA DE CAMPOS,Aguilar de Campos
Castilla León,Valladolid,Alaejos,41.30723,-5.217235,754.8231,1468,836,775,POINT (-5.217235 41.30723),SUR,Alaejos
Castilla León,Valladolid,Alcazarén,41.36967,-4.672615,739.1025,715,396,337,POINT (-4.672615 41.36967),SURESTE,Alcazarén
Castilla León,Valladolid,Aldea de San Miguel,41.459759999999996,-4.614833,742.0247,235,115,114,POINT (-4.614833 41.45976),SURESTE,Aldea de San Miguel
Castilla León,Valladolid,Aldeamayor de San Martín,41.51191,-4.640789,705.3611,4521,1701,1610,POINT (-4.640789 41.51191),SURESTE,Aldeamayor de San Martín
Castilla León,Valladolid,Almenara de Adaja,41.21382,-4.67709,780.4939999999999,29,16,15,POINT (-4.67709 41.21382),SURESTE,Almenara de Adaja
Castilla León,Valladolid,Amusquillo,41.74875,-4.301386,775.3448,118,77,49,POINT (-4.301386 41.74875),CENTRO,Amusquillo
Castilla León,Valladolid,Arroyo de la Encomienda,41.60952,-4.796458,693.9595,15527,6014,5702,POINT (-4.796458 41.60952),CENTRO,Arroyo de la Encomienda
Castilla León,Valladolid,Ataquines,41.182809999999996,-4.802578,795.7349,660,404,328,POINT (-4.802578 41.18281),SUR,Ataquines
Castilla León,Valladolid,Bahabón,41.48133,-4.281537999999999,884.0493,159,85,89,POINT (-4.281537999999999 41.48133),SURESTE,Bahabón
Castilla León,Valladolid,Barcial de la Loma,41.95028,-5.284598,739.793,125,68,68,POINT (-5.284598 41.95028),TIERRA DE CAMPOS,Barcial de la Loma
Castilla León,Valladolid,Barruelo del Valle,41.674209999999995,-5.069644,821.5405,54,40,24,POINT (-5.069644 41.67421),CENTRO,Barruelo del Valle
Castilla León,Valladolid,Becilla de Valderaduey,42.09895,-5.219741,735.9683,289,182,163,POINT (-5.219741 42.09895),TIERRA DE CAMPOS,Becilla de Valderaduey
Castilla León,Valladolid,Benafarces,41.62082,-5.292621,737.5884,97,52,44,POINT (-5.292621 41.62082),CENTRO,Benafarces
Castilla León,Valladolid,Bercero,41.56435,-5.055943,740.9147,216,124,102,POINT (-5.055943 41.56435),CENTRO,Bercero
Castilla León,Valladolid,Berceruelo,41.57958,-5.03342,775.9297,41,25,21,POINT (-5.03342 41.57958),CENTRO,Berceruelo
Castilla León,Valladolid,Berrueces,41.945570000000004,-5.097033000000001,770.9304,107,70,47,POINT (-5.097033000000001 41.94557),TIERRA DE CAMPOS,Berrueces
Castilla León,Valladolid,Bobadilla del Campo,41.20448,-5.021404,756.3861,315,180,155,POINT (-5.021404 41.20448),SUR,Bobadilla del Campo
Castilla León,Valladolid,Bocigas,41.22874,-4.681275,774.3849,92,52,49,POINT (-4.681275 41.22874),SURESTE,Bocigas
Castilla León,Valladolid,Bocos de Duero,41.62429,-4.067605,756.6528,64,27,39,POINT (-4.067605 41.62429),SURESTE,Bocos de Duero
Castilla León,Valladolid,Boecillo,41.5409,-4.699863,725.8821,3899,1830,1708,POINT (-4.699863 41.5409),CENTRO,Boecillo
Castilla León,Valladolid,Bolaños de Campos,42.00658,-5.284452,712.0,339,187,175,POINT (-5.284452 42.00658),TIERRA DE CAMPOS,Bolaños de Campos
Castilla León,Valladolid,Brahojos de Medina,41.23122,-5.043207,753.1693,136,78,74,POINT (-5.043207 41.23122),SUR,Brahojos de Medina
Castilla León,Valladolid,Bustillo de Chaves,42.13102,-5.091348,817.1871,69,50,45,POINT (-5.091348 42.13102),TIERRA DE CAMPOS,Bustillo de Chaves
Castilla León,Valladolid,Cabezón de Pisuerga,41.73401,-4.645665,705.7026,3558,1716,1639,POINT (-4.645665 41.73401),CENTRO,Cabezón de Pisuerga
Castilla León,Valladolid,Cabezón de Valderaduey,42.16748,-5.15879,756.4937,34,25,20,POINT (-5.15879 42.16748),TIERRA DE CAMPOS,Cabezón de Valderaduey
Castilla León,Valladolid,Cabreros del Monte,41.84864,-5.2698160000000005,729.8631,67,42,37,POINT (-5.269816 41.84864),TIERRA DE CAMPOS,Cabreros del Monte
Castilla León,Valladolid,Campaspero,41.492909999999995,-4.1991879999999995,901.7211,1258,733,646,POINT (-4.199187999999999 41.49290999999999),SURESTE,Campaspero
Castilla León,Valladolid,Campillo (El),41.25804,-5.014208999999999,744.0497,229,137,104,POINT (-5.014208999999999 41.25804),SUR,Campillo (El)
Castilla León,Valladolid,Camporredondo,41.47388,-4.504695,803.1887,171,96,76,POINT (-4.504695 41.47388),SURESTE,Camporredondo
Castilla León,Valladolid,Canalejas de Peñafiel,41.52468,-4.115096,903.6031,296,154,142,POINT (-4.115096 41.52468),SURESTE,Canalejas de Peñafiel
Castilla León,Valladolid,Canillas de Esgueva,41.7551,-4.1245519999999996,810.6504,91,52,45,POINT (-4.124552 41.7551),CENTRO,Canillas de Esgueva
Castilla León,Valladolid,Carpio,41.213390000000004,-5.11081,764.988,1098,577,523,POINT (-5.11081 41.21339),SUR,Carpio
Castilla León,Valladolid,Casasola de Arión,41.57777,-5.240637,709.0289,299,177,146,POINT (-5.240637 41.57777),CENTRO,Casasola de Arión
Castilla León,Valladolid,Castrejón de Trabancos,41.25175,-5.1703980000000005,741.9911,219,113,109,POINT (-5.170398 41.25175),SUR,Castrejón de Trabancos
Castilla León,Valladolid,Castrillo-Tejeriego,41.70313,-4.37122,790.9167,147,119,93,POINT (-4.37122 41.70313),CENTRO,Castrillo-Tejeriego
Castilla León,Valladolid,Castrillo de Duero,41.575590000000005,-4.014312,808.0878,196,77,68,POINT (-4.014312 41.57559000000001),SURESTE,Castrillo de Duero
Castilla León,Valladolid,Castrobol,42.13713,-5.3148800000000005,773.2532,67,36,43,POINT (-5.31488 42.13713),TIERRA DE CAMPOS,Castrobol
Castilla León,Valladolid,Castrodeza,41.64812,-4.960594,758.6043,172,109,75,POINT (-4.960594 41.64812),CENTRO,Castrodeza
Castilla León,Valladolid,Castromembibre,41.67348,-5.3053669999999995,783.701,73,39,35,POINT (-5.305366999999999 41.67348),CENTRO,Castromembibre
Castilla León,Valladolid,Castromonte,41.77369,-5.040992,840.7011,364,211,179,POINT (-5.040992 41.77369),CENTRO,Castromonte
Castilla León,Valladolid,Castronuevo de Esgueva,41.68159,-4.588347,756.0091,379,209,179,POINT (-4.588347 41.68159),CENTRO,Castronuevo de Esgueva
Castilla León,Valladolid,Castronuño,41.38883,-5.260547,679.5443,961,486,510,POINT (-5.260547 41.38883),SUR,Castronuño
Castilla León,Valladolid,Castroponce,42.12659,-5.182605000000001,739.4788,160,93,69,POINT (-5.182605000000001 42.12659),TIERRA DE CAMPOS,Castroponce
Castilla León,Valladolid,Castroverde de Cerrato,41.755790000000005,-4.221106,781.6545,248,157,105,POINT (-4.221106 41.75579),CENTRO,Castroverde de Cerrato
Castilla León,Valladolid,Ceinos de Campos,42.03264,-5.149274,764.9077,261,131,125,POINT (-5.149274 42.03264),TIERRA DE CAMPOS,Ceinos de Campos
Castilla León,Valladolid,Cervillego de la Cruz,41.186859999999996,-4.949173,756.5815,101,59,47,POINT (-4.949173 41.18686),SUR,Cervillego de la Cruz
Castilla León,Valladolid,Cigales,41.75821,-4.699579,749.6985,4803,2250,2126,POINT (-4.699579 41.75821),CENTRO,Cigales
Castilla León,Valladolid,Ciguñuela,41.64066,-4.857165,821.8818,402,201,179,POINT (-4.857165 41.64066),CENTRO,Ciguñuela
Castilla León,Valladolid,Cistérniga,41.61322,-4.689145,737.3728,8405,4080,3793,POINT (-4.689145 41.61322),CENTRO,Cistérniga
Castilla León,Valladolid,Cogeces de Íscar,41.4059,-4.544879,735.7125,158,95,72,POINT (-4.544879 41.4059),SURESTE,Cogeces de Íscar
Castilla León,Valladolid,Cogeces del Monte,41.511109999999995,-4.316231,888.127,794,443,364,POINT (-4.316231 41.51111),SURESTE,Cogeces del Monte
Castilla León,Valladolid,Corcos,41.8103,-4.693007,790.5931,226,131,111,POINT (-4.693007 41.8103),CENTRO,Corcos
Castilla León,Valladolid,Corrales de Duero,41.67221,-4.047909,815.4689,99,64,44,POINT (-4.047909 41.67221),SURESTE,Corrales de Duero
Castilla León,Valladolid,Cubillas de Santa Marta,41.8319,-4.61599,777.5655,276,176,128,POINT (-4.61599 41.8319),CENTRO,Cubillas de Santa Marta
Castilla León,Valladolid,Cuenca de Campos,42.05845,-5.055308999999999,776.9031,223,119,106,POINT (-5.055308999999999 42.05845),TIERRA DE CAMPOS,Cuenca de Campos
Castilla León,Valladolid,Curiel de Duero,41.63913,-4.099914,791.8405,130,83,51,POINT (-4.099914 41.63913),SURESTE,Curiel de Duero
